osmid,name,amenity,city,district,street,housenumber,lat,lon
n2575755847,Burger House,fast_food,Минск,Октябрьский район,улица Свердлова,32,n2575755847,53.8909502
w332099400,д/с №504,kindergarten,Минск,Центральный район,,,w332099400,53.9114318728466
n2507319017,Кафе Гараж,cafe,Минск,Ленинский район,Игуменский тракт,30,n2507319017,53.8404596
n4361819690,Зелёный попугай,cafe,Минск,Первомайский район,,,n4361819690,53.9131266
w352041988,Школа-интернат №9,school,Минск,Октябрьский район,,,w352041988,53.8602442647885
n2600509318,Евроаптека,pharmacy,Минск,Партизанский район,,,n2600509318,53.9079049
n2831686266,Столовая УП Горпфи,fast_food,Минск,Октябрьский район,,,n2831686266,53.8080828
n2613424918,Алтай,cafe,Минск,Московский район,улица Розы Люксембург,178,n2613424918,53.8904694
n1457088048,Столовая «Луч»,cafe,Минск,Московский район,,,n1457088048,53.9016808
n3268800463,Ветеринарная Аптека,pharmacy,Минск,Первомайский район,,,n3268800463,53.9467421
w331601801,д/с №60,kindergarten,Минск,Октябрьский район,,,w331601801,53.8750412785256
n927193649,,pharmacy,Минск,Ленинский район,,,n927193649,53.8370124
n305677411,П-Ка №29,hospital,Минск,Октябрьский район,,,n305677411,53.84695
n3948614513,Аптека N100,pharmacy,Минск,Октябрьский район,улица Асаналиева,40 к1,n3948614513,53.8504736
n305679086,Белфармация РУП Аптека №8,pharmacy,Минск,Октябрьский район,улица Чкалова,17,n305679086,53.87629
n2593634731,Buvette,cafe,Минск,Октябрьский район,Бобруйская улица,6,n2593634731,53.8899526
w309110987,,kindergarten,Минск,Фрунзенский район,улица Скрыганова,2А,w309110987,53.9091883425026
n3897615525,"""Время есть""",cafe,Минск,Фрунзенский район,,,n3897615525,53.9158246
n3073623441,Аптека,pharmacy,Минск,Советский район,улица Кольцова,10,n3073623441,53.952885
w426839081,,hospital,Минск,Первомайский район,,,w426839081,53.9223334687128
n2968385638,Ресторан «Спутник»,restaurant,Минск,Октябрьский район,,,n2968385638,53.8788564
n3147987612,Сундук,restaurant,Минск,Первомайский район,,,n3147987612,53.9305339
n2614505263,Лимпопо,cafe,Минск,Фрунзенский район,,,n2614505263,53.9047318
n3147964480,Верба,fast_food,Минск,Первомайский район,,,n3147964480,53.9316305
w378995618,Гимназия №8,school,Минск,Советский район,,,w378995618,53.9278753152433
n2629249843,Пиццерия Маргарита,fast_food,Минск,Московский район,Московская улица,12,n2629249843,53.8891502
n3820412639,Чили & Томато,restaurant,Минск,Октябрьский район,улица Кирова,3,n3820412639,53.8931014
n1357916673,Аптека,pharmacy,Минск,Октябрьский район,улица Барамзиной,12А,n1357916673,53.8760548
n3009155499,Burger House,fast_food,Минск,Фрунзенский район,улица Притыцкого,42А,n3009155499,53.9092363
w379355299,СШ №40,school,Минск,Ленинский район,,,w379355299,53.8861566003907
n3446537643,,pharmacy,Минск,Центральный район,,,n3446537643,53.9172652
w181064334,д/с №231,kindergarten,Минск,Партизанский район,,,w181064334,53.8803193217445
w379352297,д/с №107,kindergarten,Минск,Партизанский район,,,w379352297,53.8854414863372
w354591660,д/с №431,kindergarten,Минск,Октябрьский район,,,w354591660,53.8499356463822
n3623182278,"Аптека ООО ""Ясса""",pharmacy,Минск,Заводской район,улица Кабушкина,"94, корп. 2",n3623182278,53.8562492
n1658797699,Темпо,cafe,Минск,Ленинский район,,,n1658797699,53.8989656
w333302111,д/с №519,kindergarten,Минск,Фрунзенский район,,,w333302111,53.8976904444271
n2165269914,Chaplin,cafe,Минск,Советский район,,,n2165269914,53.9286975
w83986643,д/с №479,kindergarten,Минск,Заводской район,,,w83986643,53.8871143717103
n1528858802,Крыша поехала,cafe,Минск,Центральный район,,,n1528858802,53.9226337
n1447746385,,fast_food,Минск,Фрунзенский район,,,n1447746385,53.9186512
n305681824,Библос,cafe,Минск,Центральный район,,,n305681824,53.9036866
n305684815,Рад Хасс,hospital,Минск,Советский район,,,n305684815,53.9159576
n2629194719,ГУО «Институт непрерывного образования БГУ»,university,Минск,Октябрьский район,Московская улица,15,n2629194719,53.8873417
w336593287,д/с №234,kindergarten,Минск,Центральный район,,,w336593287,53.9349310560775
w25323413,Белорусская государственная академия связи,university,Минск,Советский район,улица Петруся Бровки,14,w25323413,53.9148156640377
n4103107724,KFC,fast_food,Минск,Центральный район,,,n4103107724,53.9050408
n3553616800,Шляхетский маёнтак,restaurant,Минск,Партизанский район,Липковский переулок,12,n3553616800,53.9190656
w25326006,Станция скорой помощи,hospital,Минск,Партизанский район,улица Захарова,52 к1,w25326006,53.9008538224614
n3639322680,,pharmacy,Минск,Ленинский район,,,n3639322680,53.8983973
n4100320001,,cafe,Минск,Московский район,Советская улица,12,n4100320001,53.8941941
n280027410,Аптека,pharmacy,Минск,Фрунзенский район,,,n280027410,53.8821014
w352330847,СШ №161,school,Минск,Московский район,,,w352330847,53.8466183757315
n281922224,Планета Pizza,cafe,Минск,Центральный район,проспект Победителей,1,n281922224,53.9051765
n305684554,Фламинго,cafe,Минск,Советский район,,,n305684554,53.9157986
w369457535,д/с №244,kindergarten,Минск,Ленинский район,,,w369457535,53.865097242571
w330627697,д/с №369,kindergarten,Минск,Фрунзенский район,,,w330627697,53.8982019845523
n4222224292,Особое,cafe,Минск,Ленинский район,,,n4222224292,53.8792353
n970992486,Cтоловая,cafe,Минск,Фрунзенский район,,,n970992486,53.8929611
n287871793,Колледж Электроники,university,Минск,Октябрьский район,,,n287871793,53.8481615
w144292765,СШ №152,school,Минск,Ленинский район,,,w144292765,53.8700763082242
