osmid,name,amenity,city,district,street,housenumber,lat,lon
n4184329835,Столовая #92,cafe,Минск,Советский район,улица Якуба Коласа,28,n4184329835,53.9253489
n729589906,Выпечка слойкина,fast_food,Минск,Первомайский район,,,n729589906,53.9211945
w26390424,1-я городская клиническая больница,hospital,Минск,Первомайский район,,,w26390424,53.9189135478351
w331975632,д/с №173,kindergarten,Минск,Фрунзенский район,,,w331975632,53.9290751638961
w82624710,д/с №280,kindergarten,Минск,Заводской район,,,w82624710,53.8367709303357
w398405303,д/с №113,kindergarten,Минск,Московский район,,,w398405303,53.8921292159908
n2628196646,Amato,cafe,Минск,Центральный район,,,n2628196646,53.9380001
n3948674486,Огонек,cafe,Минск,Ленинский район,,,n3948674486,53.8604972
n4239180583,McDonald's,fast_food,Минск,Октябрьский район,,,n4239180583,53.8922105
n288089590,Express-pizza,cafe,Минск,Ленинский район,Партизанский проспект,19,n288089590,53.883965
w36937555,Республиканский госпиталь КГБ,hospital,Минск,Первомайский район,,,w36937555,53.9200830381706
w354591665,д/с №287,kindergarten,Минск,Октябрьский район,,,w354591665,53.8542168328615
n2628188194,Smetana,cafe,Минск,Центральный район,,,n2628188194,53.9382179
w426800227,д/с №170,kindergarten,Минск,Московский район,,,w426800227,53.8444106746684
w336594926,д/с №342,kindergarten,Минск,Первомайский район,,,w336594926,53.9498458729325
n3143672086,"""Проспект""",cafe,Минск,Центральный район,,,n3143672086,53.91021
n1566422456,Блины,fast_food,Минск,Советский район,,,n1566422456,53.9170745
w358552987,д/с №60,kindergarten,Минск,Московский район,,,w358552987,53.8959536305499
w354591641,д/с №185,kindergarten,Минск,Заводской район,,,w354591641,53.8663778393757
w142122378,СШ №28,school,Минск,Советский район,,,w142122378,53.9252962177549
n305678157,Дом Ребенка №1,hospital,Минск,Московский район,,,n305678157,53.8641481
w89657829,д/с №366,kindergarten,Минск,Советский район,,,w89657829,53.9281604851238
n3095566191,Белфармация А РУП Аптека №40,pharmacy,Минск,Фрунзенский район,улица Бельского,60,n3095566191,53.8967261
n2627046978,Автошкола,school,Минск,Фрунзенский район,,,n2627046978,53.8963092
n1425853097,Минский филиал МЭСИ,university,Минск,Ленинский район,проспект Рокоссовского,93,n1425853097,53.8611751
n2620202456,Йога,school,Минск,Заводской район,,,n2620202456,53.8701703
n3082401183,,pharmacy,Минск,Московский район,улица Яна Чечота,11,n3082401183,53.8493234
n4139214393,автомат с кофе,cafe,Минск,Советский район,,,n4139214393,53.9162295
w76091329,д/с №198,school,Минск,Первомайский район,,,w76091329,53.9435999305426
n1489420456,Зеленая Аптека,pharmacy,Минск,Фрунзенский район,,,n1489420456,53.8883221
n2123174511,Promenade,restaurant,Минск,Фрунзенский район,,,n2123174511,53.9012075
w294466945,д/с №232,kindergarten,Минск,Ленинский район,,,w294466945,53.8603072771054
n305675292,Таверна,cafe,Минск,Московский район,,,n305675292,53.8669883
n305684559,Штолле,cafe,Минск,Советский район,,,n305684559,53.9176384
w135437793,д/с №21,kindergarten,Минск,Заводской район,,,w135437793,53.8636937098231
w331486911,д/с №339,kindergarten,Минск,Первомайский район,,,w331486911,53.9369479433556
n1244183063,Центр реабилитации детей инвалидов,hospital,Минск,Московский район,,,n1244183063,53.8994808
n3082342972,Аптека №3,pharmacy,Минск,Ленинский район,Партизанский проспект,2,n3082342972,53.8857174
n305684631,Санифарм,pharmacy,Минск,Советский район,,,n305684631,53.92523
w336594927,д/с №550,kindergarten,Минск,Первомайский район,,,w336594927,53.9441874769156
n4234453789,Crazy Horse,restaurant,Минск,Ленинский район,Партизанский проспект,2/1,n4234453789,53.8862672
n3932264996,Кафе Гараж,cafe,Минск,Заводской район,,,n3932264996,53.8593808
w334274802,СШ №132,school,Минск,Фрунзенский район,,,w334274802,53.9212639825349
w312493133,СШ №175,school,Минск,Фрунзенский район,,,w312493133,53.8914619371803
n3661313693,Встретимся на Немиге,cafe,Минск,Центральный район,,,n3661313693,53.9040323
n2012190995,Амфибия,cafe,Минск,Заводской район,,,n2012190995,53.8360334
n4035174980,,cafe,Минск,Октябрьский район,,,n4035174980,53.893278
w131111058,д/с №446,kindergarten,Минск,Ленинский район,,,w131111058,53.8638449462516
n3943944191,,cafe,Минск,Московский район,,,n3943944191,53.8682996
n1175497812,Аптека,pharmacy,Минск,Фрунзенский район,,,n1175497812,53.9108464
n4318532690,Food Star,cafe,Минск,Партизанский район,,,n4318532690,53.9062417
w78066696,д/с №561,kindergarten,Минск,Фрунзенский район,,,w78066696,53.8835635598934
n2145086772,Аленфарм-Плюс ОДО Аптека №12,pharmacy,Минск,Фрунзенский район,улица Пимена Панченко,70,n2145086772,53.8926728
w25326778,1-я детская городская клиническая больница,hospital,Минск,Ленинский район,Красноармейская улица,16А,w25326778,53.896561061858
n781987756,Столовая № 2,cafe,Минск,Партизанский район,,,n781987756,53.9033767
n3455421636,Приемное отделение,hospital,Минск,Фрунзенский район,,,n3455421636,53.8931785
n3081232761,Kuriza Pomada,fast_food,Минск,Центральный район,,,n3081232761,53.9009332
n907891259,Столовая Налибоки,fast_food,Минск,Советский район,,,n907891259,53.9214386
w23950989,д/с №326,kindergarten,Минск,Ленинский район,,,w23950989,53.8548865420433
n3421162713,д/с №407,kindergarten,Минск,Советский район,,,n3421162713,53.9592265
n1870460899,Столовая,cafe,Минск,Ленинский район,,,n1870460899,53.8738638
n1870460854,СТОЛОВАЯ ЗАВОДА,cafe,Минск,Заводской район,,,n1870460854,53.8251889
n4323826790,Чай Кофе Потанцуем,cafe,Минск,Советский район,,,n4323826790,53.9190658
w150644473,д/с №333,kindergarten,Минск,Ленинский район,,,w150644473,53.8514268034099
n1875547511,Столовая на 2 этаже,cafe,Минск,Советский район,,,n1875547511,53.9548731
n305684803,Сэс Первом.Р-На,hospital,Минск,Первомайский район,,,n305684803,53.9264634
n4146746389,Буфет,cafe,Минск,Партизанский район,улица Чапаева,5,n4146746389,53.9038475
w383476568,Республиканский клинический медицинский центр,hospital,Минск,Ленинский район,,,w383476568,53.8983976280889
n255030822,БГУИР 4к,university,Минск,Советский район,,,n255030822,53.9119585
n305684632,,pharmacy,Минск,Первомайский район,,,n305684632,53.92656
n305675226,Доктор Таир №1,pharmacy,Минск,Московский район,,,n305675226,53.8712
n305683146,Sante,hospital,Минск,Ленинский район,,,n305683146,53.88369
w260428296,д/с №391,kindergarten,Минск,Заводской район,,,w260428296,53.8387358431239
n2613170402,ЦВР (Центр внешкольного развития),school,Минск,Советский район,,,n2613170402,53.9299159
w253488415,Come_In Time-Cafe,cafe,Минск,Советский район,проспект Независимости,44,w253488415,53.9111666731095
n2622457636,,restaurant,Минск,Ленинский район,,,n2622457636,53.892545
n4107240196,Сайгон,fast_food,Минск,Центральный район,,,n4107240196,53.9339868
w102389981,,kindergarten,Минск,Московский район,,,w102389981,53.8670999210819
n305675560,СШ №154,school,Минск,Московский район,,,n305675560,53.86783
n3900715445,,pharmacy,Минск,Центральный район,,,n3900715445,53.906278
n3696753879,Столовая,cafe,Минск,Советский район,,,n3696753879,53.9169836
n305684084,СШ №135,school,Минск,Заводской район,,,n305684084,53.8368194
n281079312,,pharmacy,Минск,Партизанский район,,,n281079312,53.9063377
w276258977,Burger King,fast_food,Минск,Фрунзенский район,улица Притыцкого,154,w276258977,53.9074711
n4351352693,ДУ 132,kindergarten,Минск,Фрунзенский район,,,n4351352693,53.9217124
n737214116,Академия,cafe,Минск,Первомайский район,,,n737214116,53.9211416
n4273165396,Контрабас,restaurant,Минск,Центральный район,,,n4273165396,53.9030535
n2859403806,Индор,cafe,Минск,Первомайский район,улица Якуба Коласа,52,n2859403806,53.938005
n3946326256,Зеленая аптека,pharmacy,Минск,Московский район,,,n3946326256,53.8665194
n3472660946,Доктор Время,pharmacy,Минск,Фрунзенский район,,,n3472660946,53.9279281
n4256035089,Планета здоровья №17,pharmacy,Минск,Октябрьский район,,,n4256035089,53.8557095
n305680296,Стэкхаус,restaurant,Минск,Центральный район,,,n305680296,53.9098407
n4011686920,Буфет,cafe,Минск,Заводской район,,,n4011686920,53.8881185
n305676527,№107,pharmacy,Минск,Московский район,,,n305676527,53.8671492
w380195553,СШ №125,school,Минск,Фрунзенский район,,,w380195553,53.9126407227713
n4219062694,Stefan,cafe,Минск,Партизанский район,,,n4219062694,53.8970028
n3302432437,10-я рота,cafe,Минск,Ленинский район,,,n3302432437,53.8707505
n4107058379,Chicken House,fast_food,Минск,Заводской район,,,n4107058379,53.8862687
n923182895,Столовая,cafe,Минск,Московский район,,,n923182895,53.8864892
n4163512989,аптека#19,pharmacy,Минск,Московский район,,,n4163512989,53.8492161
w341158850,СШ №114,school,Минск,Первомайский район,,,w341158850,53.9466516704874
n3806315597,Cafe del Parco,cafe,Минск,Центральный район,,28,n3806315597,53.9022138
w226784187,СШ №15,school,Минск,Ленинский район,,,w226784187,53.8525743470782
n316942258,Международный образовательный центр,university,Минск,Московский район,,,n316942258,53.8690739
n1870460913,Столовая,fast_food,Минск,Ленинский район,,,n1870460913,53.8892609
n2622460608,Столовая,cafe,Минск,Ленинский район,,,n2622460608,53.8971216
n305681083,Ёлки-Палки,cafe,Минск,Центральный район,,,n305681083,53.93197
w352569477,д/с №423,kindergarten,Минск,Фрунзенский район,,,w352569477,53.9030085558197
n4314395390,Центр резервных возможностей человека,hospital,Минск,Первомайский район,,,n4314395390,53.9418201
n1259173493,Кафетерий,cafe,Минск,Заводской район,,,n1259173493,53.8422046
n3880966427,Lily,cafe,Минск,Московский район,,,n3880966427,53.9047329
n455005103,,cafe,Минск,Ленинский район,,,n455005103,53.8835854
n2831904633,Столовая ЧУП Канаш,fast_food,Минск,Партизанский район,,,n2831904633,53.9228994
n1141989039,Burger House,cafe,Минск,Октябрьский район,улица Свердлова,32,n1141989039,53.8912545
w332095173,д/с №400,kindergarten,Минск,Московский район,,,w332095173,53.8691879541045
w25321649,БНТУ 10к.,university,Минск,Заводской район,Партизанский проспект,77,w25321649,53.8763378164374
n305676253,СШ №7,school,Минск,Фрунзенский район,,,n305676253,53.89519
n638976341,Лисья нора,cafe,Минск,Первомайский район,улица Калиновского,,n638976341,53.9415795
n3986321541,Минская школа киноискусства,school,Минск,Первомайский район,проспект Независимости,116,n3986321541,53.9315267
w380450258,д/с №2,kindergarten,Минск,Партизанский район,,,w380450258,53.9084780936377
n2753250786,Стараменская майстэрня шакаладу,cafe,Минск,Центральный район,улица Киселёва,4,n2753250786,53.9100389
n305681357,Ивем И К,pharmacy,Минск,Октябрьский район,,,n305681357,53.8779691
w352995556,Гимназия №16,school,Минск,Центральный район,,,w352995556,53.9292870392919
n1870460893,Столовая в комн. 101,cafe,Минск,Первомайский район,,,n1870460893,53.9269566
n4274712897,Банкетный зал «LA Villa (Ла Вилла)»,cafe,Минск,Первомайский район,,,n4274712897,53.95665
r27606,"Гуманитарный факультет (факультет социокультурных коммуникаций), факультет радиофизики и компьютерных технологий БГУ",university,Минск,Московский район,улица Курчатова,5,r27606,53.838128132321
w373422657,Минский государственный политехнический колледж,college,Минск,Первомайский район,,,w373422657,53.9238804763025
w25388787,3-я городская поликлиника,hospital,Минск,Октябрьский район,улица Воронянского,13 к3,w25388787,53.8789288343777
n3080182891,Алеан ОДО Аптека №2,pharmacy,Минск,Ленинский район,улица Янки Лучины,60,n3080182891,53.837789
n729589905,MiX гриль,fast_food,Минск,Первомайский район,,,n729589905,53.9211178
w352044063,д/с №398,kindergarten,Минск,Фрунзенский район,,,w352044063,53.9029290618652
w334984093,д/с №19,kindergarten,Минск,Советский район,,,w334984093,53.9614608477235
n305681203,П-Ка Районная №1,hospital,Минск,Центральный район,,,n305681203,53.92718
w336559326,д/с №202,kindergarten,Минск,Заводской район,,,w336559326,53.8753409472347
w140754484,СШ №191,school,Минск,Первомайский район,,,w140754484,53.9496298436659
w354591673,д/с №327,kindergarten,Минск,Октябрьский район,,,w354591673,53.8420898031544
w332099405,СШ №64,school,Минск,Советский район,,,w332099405,53.9188752680395
n3840036300,Free Bit,school,Минск,Советский район,улица Якуба Коласа,3,n3840036300,53.918256
n305681765,Грюнвальд,restaurant,Минск,Ленинский район,,,n305681765,53.896764
n1359980061,ЕвроАптека,pharmacy,Минск,Советский район,,,n1359980061,53.9524877
w379991098,д/с №151,kindergarten,Минск,Советский район,,,w379991098,53.9200116818376
n927206430,,pharmacy,Минск,Заводской район,,,n927206430,53.8738378
n3268833850,Бунгало. Армянская кухня.,cafe,Минск,Советский район,,,n3268833850,53.9306096
n305685298,СШ №108,school,Минск,Партизанский район,,,n305685298,53.9038
n1947404491,"Стоматология, ЭленСмайл",hospital,Минск,Фрунзенский район,,,n1947404491,53.8872657
n2600509200,Stolle,cafe,Минск,Партизанский район,,,n2600509200,53.9078534
w234692340,Golden Coffee,cafe,Минск,Советский район,улица Куйбышева,,w234692340,53.92240205
n4105133192,King,cafe,Минск,Советский район,,,n4105133192,53.9170804
n4167946035,,restaurant,Минск,Октябрьский район,,,n4167946035,53.8891656
w351825224,СШ №73,school,Минск,Первомайский район,,,w351825224,53.9280520301597
n455996374,Pub Mixx,cafe,Минск,Советский район,,,n455996374,53.913452
w255520252,СШ №167,school,Минск,Фрунзенский район,,,w255520252,53.8952873032125
w25323527,,university,Минск,Первомайский район,Ботаническая улица,15,w25323527,53.9073760832497
w356325817,Ясли-сад №39,kindergarten,Минск,Фрунзенский район,,,w356325817,53.9126280164099
n2657904745,Пицца Смайл,restaurant,Минск,Заводской район,,,n2657904745,53.8492985
w23937000,,school,Минск,Ленинский район,,,w23937000,53.8568567777314
w82621759,д/с №72,kindergarten,Минск,Заводской район,,,w82621759,53.8729781769254
w374076298,д/с №368,kindergarten,Минск,Фрунзенский район,,,w374076298,53.9049234690495
n3486595119,Presto Pizza,cafe,Минск,Московский район,,,n3486595119,53.8623032
n305684629,Доктор Время,pharmacy,Минск,Советский район,,,n305684629,53.93784
n3085909584,Белфармация А РУП Аптека №100,pharmacy,Минск,Октябрьский район,улица Серова,15,n3085909584,53.8477371
w135436192,д/с №493,kindergarten,Минск,Заводской район,,,w135436192,53.8748159756093
n3574657204,QuickCafe,cafe,Минск,Партизанский район,,,n3574657204,53.8907251
n3087823851,Заботливая аптека,pharmacy,Минск,Заводской район,,,n3087823851,53.8369775
n2825299471,,pharmacy,Минск,Октябрьский район,,,n2825299471,53.8820125
n2621418292,Каравай,cafe,Минск,Партизанский район,,,n2621418292,53.9079353
n305675288,Паб-еда,cafe,Минск,Московский район,,,n305675288,53.8620201
n4197717190,Sushi Vesla,cafe,Минск,Фрунзенский район,,,n4197717190,53.9266334
n1870460816,СТОЛОВАЯ N 130,cafe,Минск,Первомайский район,,,n1870460816,53.9427119
n3268865260,Аптека,pharmacy,Минск,Первомайский район,,,n3268865260,53.9440913
n353329831,TerraPizza,restaurant,Минск,Заводской район,,,n353329831,53.876009
n3268851967,кислородный бар,cafe,Минск,Первомайский район,,,n3268851967,53.9185302
n2313990328,,restaurant,Минск,Первомайский район,,,n2313990328,53.9549306
n3095407730,Аптека N6 (филиал 2),pharmacy,Минск,Фрунзенский район,,,n3095407730,53.8859071
n3852600816,,pharmacy,Минск,Первомайский район,,,n3852600816,53.9429756
n2365932066,Губерния,restaurant,Минск,Фрунзенский район,улица Одоевского,28,n2365932066,53.903445
n670217411,Центр информационных ресурсов и коммуникаций БГУ,university,Минск,Центральный район,,,n670217411,53.9018097
n4325329992,"Шаурма ""Веселый кебаб""",cafe,Минск,Первомайский район,,,n4325329992,53.9288638
n1580671616,Дача,cafe,Минск,Первомайский район,,,n1580671616,53.9471128
n3259059903,Винтаж,cafe,Минск,Первомайский район,улица Калиновского,95,n3259059903,53.9472972
n2593642735,Васильки,restaurant,Минск,Октябрьский район,Бобруйская улица,6,n2593642735,53.8903656
w341489820,Детский сад - начальная школа №93,school,Минск,Фрунзенский район,,,w341489820,53.8972364283761
w76437610,д/с №508,kindergarten,Минск,Первомайский район,,,w76437610,53.9367639905111
n305684627,Пицца Темпо,cafe,Минск,Первомайский район,,,n305684627,53.9225048
w23950994,д/с №73,kindergarten,Минск,Ленинский район,,,w23950994,53.8553219838879
w25326477,№1,pharmacy,Минск,Советский район,улица Веры Хоружей,,w25326477,53.9223411574459
w330228446,д/с №274,kindergarten,Минск,Заводской район,,,w330228446,53.8681545478291
n305680463,Чайхана,restaurant,Минск,Центральный район,,,n305680463,53.90798
n305687125,Райский Уголок,cafe,Минск,Первомайский район,,,n305687125,53.9485299
w82624787,д/с №367,kindergarten,Минск,Заводской район,,,w82624787,53.8427545840953
n2332440483,Сити,cafe,Минск,Советский район,,,n2332440483,53.9420499
w334274800,д/с №401,kindergarten,Минск,Фрунзенский район,,,w334274800,53.9268413972229
w352995564,ЦКРОиР №2 Фрунзенского района,kindergarten,Минск,Фрунзенский район,,,w352995564,53.9292934067453
w336559311,д/с №233,kindergarten,Минск,Заводской район,,,w336559311,53.87508625
n1175435039,Геофарм №1,pharmacy,Минск,Фрунзенский район,,,n1175435039,53.9082431
n1440815118,Папа Джонс,fast_food,Минск,Октябрьский район,,,n1440815118,53.8841282
n4347705989,,pharmacy,Минск,Октябрьский район,,,n4347705989,53.8771237
w338891288,д/с №143,kindergarten,Минск,Московский район,,,w338891288,53.9006535244654
n1689291225,Вестфалия,restaurant,Минск,Московский район,,,n1689291225,53.8689381
n305684915,№42,pharmacy,Минск,Советский район,,,n305684915,53.9527854
w362183791,д/с №384,kindergarten,Минск,Фрунзенский район,,,w362183791,53.920142099356
n1870460814,Столовая №1,cafe,Минск,Октябрьский район,Московская улица,17,n1870460814,53.8867809
w67804763,д/с №260,kindergarten,Минск,Партизанский район,,,w67804763,53.8978278749866
n3627856058,,pharmacy,Минск,Заводской район,Охотская улица,135,n3627856058,53.880068
n3206003021,Зеленая аптека,pharmacy,Минск,Фрунзенский район,,,n3206003021,53.9226641
w352037536,СШ №127,school,Минск,Фрунзенский район,,,w352037536,53.9043919709662
w397171699,Санаторная общеобразовательная школа-интернат №2,school,Минск,Первомайский район,,,w397171699,53.9563919380843
w327026930,д/с №442,kindergarten,Минск,Партизанский район,,,w327026930,53.8966750641633
n305675172,Юнифарм,pharmacy,Минск,Московский район,,,n305675172,53.8585
n4142070891,Наполи,cafe,Минск,Советский район,улица Кольцова,10а,n4142070891,53.9532296
n1737353376,,pharmacy,Минск,Ленинский район,,,n1737353376,53.8696983
n3977671312,Тайская еда (Mai thai),cafe,Минск,Ленинский район,улица Кирова,11,n3977671312,53.894783
w234867309,СШ №155,school,Минск,Московский район,,,w234867309,53.8603153360647
w245033220,Pizza Foot,cafe,Минск,Фрунзенский район,,,w245033220,53.9064437
n1719177213,СШ №111,school,Минск,Ленинский район,,,n1719177213,53.8423373
w230092231,Общеобразовательная школа №59,school,Минск,Фрунзенский район,,,w230092231,53.9234516976952
w331359855,д/с №456,kindergarten,Минск,Октябрьский район,,,w331359855,53.8813341737843
n4198953545,Столовая 5эт,cafe,Минск,Заводской район,,,n4198953545,53.8763193
w25321908,П-ка дет.№19,hospital,Минск,Первомайский район,улица Кедышко,11,w25321908,53.9301305578644
n305683530,Эсперанто,cafe,Минск,Партизанский район,,,n305683530,53.9082199
n281595901,,pharmacy,Минск,Ленинский район,,,n281595901,53.8986716
n3484356234,,pharmacy,Минск,Заводской район,,,n3484356234,53.8366183
n305675693,Аленфарм-Плюс ОДО Аптека №13,pharmacy,Минск,Центральный район,улица Леси Украинки,22,n305675693,53.9308741
w25326779,6-я центральная районная поликлиника,hospital,Минск,Ленинский район,Ульяновская улица,5,w25326779,53.8965523813515
n3392417770,Профитроль,cafe,Минск,Центральный район,проспект Победителей,100,n3392417770,53.9384765
w336559314,д/с №204,kindergarten,Минск,Заводской район,,,w336559314,53.8731674868472
n2459157175,Детский сад,kindergarten,Минск,Октябрьский район,,,n2459157175,53.877815
w378659934,СШ №39,school,Минск,Заводской район,,,w378659934,53.866865243778
n3645191935,Буфет,cafe,Минск,Ленинский район,,,n3645191935,53.8965674
n793994758,,cafe,Минск,Первомайский район,,,n793994758,53.9201252
n3286403322,Пироговня Stolle,cafe,Минск,Партизанский район,,,n3286403322,53.9078275
w234882376,д/с №83,kindergarten,Минск,Заводской район,,,w234882376,53.8355070070577
n4184059335,Рикко Витта,cafe,Минск,Центральный район,,,n4184059335,53.9076334
w331975633,д/с №337,kindergarten,Минск,Фрунзенский район,,,w331975633,53.9224975228489
w330627698,д/с №365,kindergarten,Минск,Фрунзенский район,,,w330627698,53.8995758646764
w25325936,Минский городской институт развития образования,university,Минск,Партизанский район,Броневой переулок,15А,w25325936,53.9063848334477
n2507680457,Amato,cafe,Минск,Ленинский район,,,n2507680457,53.8745477
n305681777,Иль Патио,restaurant,Минск,Ленинский район,,,n305681777,53.9010804
n3092880499,Белфармация А РУП Аптека №23,pharmacy,Минск,Ленинский район,улица Нахимова,4,n3092880499,53.883626
n3575094381,QuickCafe,cafe,Минск,Фрунзенский район,,,n3575094381,53.9166587
w75404956,Поликлиника 37,hospital,Минск,Ленинский район,улица Янки Лучины,28,w75404956,53.8389267057856
n3649068141,Столовая,cafe,Минск,Партизанский район,улица Будённого,6,n3649068141,53.8811916
w303150838,д/с №53,kindergarten,Минск,Октябрьский район,,,w303150838,53.8796673494055
w133086417,д/с №352,kindergarten,Минск,Октябрьский район,,,w133086417,53.8486178061721
n3887404710,МАМАДОМА,cafe,Минск,Заводской район,,,n3887404710,53.8590269
n3483787866,27 Городская поликлиника,hospital,Минск,Первомайский район,,,n3483787866,53.9476413
n1870460837,Столовая №6,cafe,Минск,Ленинский район,,,n1870460837,53.8866392
w391059845,Амстердам,restaurant,Минск,Центральный район,,,w391059845,53.9266521804504
n1618064756,У Фонтана,restaurant,Минск,Центральный район,,,n1618064756,53.9108047
n305678078,№40,pharmacy,Минск,Фрунзенский район,,,n305678078,53.9010947
n3082318269,Аптека-53 ОДО Аптека №5,pharmacy,Минск,Заводской район,улица Плеханова,26,n3082318269,53.8678305
r5662600,Белорусский государственный аграрный технический университет,university,Минск,Первомайский район,,,r5662600,53.9364148023307
n2575618615,Аптека,pharmacy,Минск,Фрунзенский район,,,n2575618615,53.8961596
n305678593,Медвай,pharmacy,Минск,Октябрьский район,,,n305678593,53.8938622
n3885789629,Суши,cafe,Минск,Октябрьский район,Бобруйская улица,6,n3885789629,53.8897058
n2622439469,,cafe,Минск,Ленинский район,,,n2622439469,53.8902992
n1014908866,Васильки,restaurant,Минск,Советский район,,,n1014908866,53.9258637
n1081696232,Суши Вёсла,cafe,Минск,Первомайский район,,,n1081696232,53.9471523
w342472831,СШ №68,school,Минск,Заводской район,,,w342472831,53.8703882465541
w260426808,СШ №210,school,Минск,Заводской район,,,w260426808,53.8396981552441
n3085913225,Белфармация А РУП Аптека №102,pharmacy,Минск,Заводской район,улица Алеся Бачило,9,n3085913225,53.8413801
w332095175,д/с №465,kindergarten,Минск,Октябрьский район,,,w332095175,53.8793241597133
n1099883868,Бистро,fast_food,Минск,Октябрьский район,,,n1099883868,53.8851537
w80616815,6-я городская клиническая больница,hospital,Минск,Партизанский район,,,w80616815,53.9016225720609
n3014538116,Кафетерий,cafe,Минск,Московский район,,,n3014538116,53.8603167
n2622801783,Cubalibre,cafe,Минск,Заводской район,,,n2622801783,53.8495177
n1877995696,Yard,restaurant,Минск,Советский район,улица Якуба Коласа,19,n1877995696,53.921682
w352044055,СШ №156,school,Минск,Фрунзенский район,,,w352044055,53.8995929871988
w121023824,д/с №249,kindergarten,Минск,Октябрьский район,,,w121023824,53.8830475235893
n3203331494,Аптека N2,pharmacy,Минск,Центральный район,,11Б,n3203331494,53.9023781
n817256115,Латте,cafe,Минск,Первомайский район,,,n817256115,53.9072147
w378995622,СШ №37,school,Минск,Центральный район,,,w378995622,53.9297130427283
r5253559,Гимназия №4,school,Минск,Фрунзенский район,,,r5253559,53.9128427090741
n305685034,№21,pharmacy,Минск,Заводской район,,,n305685034,53.87114
n305679307,Доктор Время,pharmacy,Минск,Московский район,,,n305679307,53.88938
w336593291,д/с №174,kindergarten,Минск,Первомайский район,,,w336593291,53.9353975476559
n428845236,Limoncello,cafe,Минск,Советский район,,,n428845236,53.9228628
w361106685,Академия МВД,university,Минск,Партизанский район,,,w361106685,53.9115293000653
w283082048,д/с №192,kindergarten,Минск,Фрунзенский район,,,w283082048,53.9134193377252
n3098818042,Центр раннего развития «Талурия»,kindergarten,Минск,Фрунзенский район,,,n3098818042,53.9127997
w333253515,СШ №140,school,Минск,Фрунзенский район,,,w333253515,53.9113460232382
n2117400668,Pharmacy,pharmacy,Минск,Московский район,улица Карла Либкнехта,108,n2117400668,53.8934806
n4273153031,Кофе Молл,cafe,Минск,Московский район,,,n4273153031,53.9034486
n2831785037,Столовая УО Мгтк Белкоопсоюза,fast_food,Минск,Заводской район,,,n2831785037,53.8770691
n3087987638,Белфармация А РУП Аптека №17,pharmacy,Минск,Первомайский район,проспект Независимости,131/1,n3087987638,53.9331663
n2593639310,Людям нравится,cafe,Минск,Октябрьский район,Бобруйская улица,6,n2593639310,53.8898903
n3639322673,,pharmacy,Минск,Ленинский район,,,n3639322673,53.8967089
n305678971,Детская городская клиническая больница №3,hospital,Минск,Октябрьский район,,,n305678971,53.8499833
n2420203787,Ателье,cafe,Минск,Центральный район,,,n2420203787,53.9062384
n2621149327,Пицца,cafe,Минск,Первомайский район,,,n2621149327,53.9403537
n3947771527,ресторан китайской кухни,restaurant,Минск,Московский район,,,n3947771527,53.8979051
w128052052,СШ №138,school,Минск,Фрунзенский район,,,w128052052,53.9042059642423
n443465765,Banana Cafe,cafe,Минск,Центральный район,,,n443465765,53.9090929
n305681075,,cafe,Минск,Центральный район,,,n305681075,53.9321
n3436287751,СШ №95,school,Минск,Центральный район,,,n3436287751,53.9348377
w295029646,СШ №53,school,Минск,Советский район,,,w295029646,53.9316482343007
n3400540137,"""Доктор Вет"" ветеринарная аптека#25",pharmacy,Минск,Московский район,,,n3400540137,53.8505731
n305679983,Белэквафарм,pharmacy,Минск,Центральный район,,,n305679983,53.90257
n3437793152,Янцзы,restaurant,Минск,Центральный район,площадь Свободы,8,n3437793152,53.9040304
w352330839,СШ №218,school,Минск,Московский район,,,w352330839,53.8474835478256
w302430527,д/с №157,kindergarten,Минск,Заводской район,,,w302430527,53.871663819062
n3207033863,Сицилия,cafe,Минск,Центральный район,Нововиленская улица,10,n3207033863,53.9298918
n1376622187,Дешёвая столовая,fast_food,Минск,Заводской район,,,n1376622187,53.862252
w354591699,д/с №373,kindergarten,Минск,Московский район,,,w354591699,53.8632673552854
w312493130,д/с №570,kindergarten,Минск,Фрунзенский район,,,w312493130,53.8886547204956
w97905942,Autoschool CAUK. Exercise area.,school,Минск,Октябрьский район,,,w97905942,53.8241891094888
n281678078,Евразия,cafe,Минск,Партизанский район,,,n281678078,53.9012563
n3282351241,«Орион»,cafe,Минск,Московский район,,,n3282351241,53.8495443
n1870460900,Столовая,cafe,Минск,Заводской район,,,n1870460900,53.8766133
n1226431578,,pharmacy,Минск,Фрунзенский район,,,n1226431578,53.8988199
n2831683711,Столовая Завода Крупнопанельного Домостроения № 3 ОАО Мапид,fast_food,Минск,Заводской район,,,n2831683711,53.8226479
w25313494,"УЗ ""8-я городская поликлиника""",hospital,Минск,Первомайский район,улица Никифорова,3,w25313494,53.9394292914572
n4189196544,Зеленая аптека,pharmacy,Минск,Ленинский район,,,n4189196544,53.8774684
n1640226688,Cтоловая,fast_food,Минск,Заводской район,,,n1640226688,53.849286
n3573525694,QuickCafe,cafe,Минск,Фрунзенский район,,,n3573525694,53.9363546
n2620078911,Музыкальная школа,school,Минск,Первомайский район,Уручская улица,8,n2620078911,53.951907
n305683128,Стоматологическая поликлиника №9,hospital,Минск,Партизанский район,улица Захарова,52 к2,n305683128,53.9009
